PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,Air_quality
12.01,28.41,7.47,13.82,13.43,6.44,0.64,11.34,25.6,0.27,4.01,0.29,45,Good
12.95,35.12,6,13.44,12.11,6.68,0.58,12.65,31.2,0.17,2.21,0.2,64,Satisfactory
18.41,39.48,7.8,11.45,12.51,7.12,0.6,11.51,31.08,0.16,1.6,0.16,49,Good
42.98,74.55,5.08,15.53,12.48,9.29,0.67,12.3,45.78,0.31,2.35,0.18,74,Satisfactory
56.76,101.39,4.62,20.7,14.85,10.74,0.68,17.89,41.87,0.44,5.99,0.21,94,Satisfactory
78.45,137.41,6.19,26,19.23,11.21,0.82,29.06,42.11,0.59,5.45,0.28,122,Moderate
89.53,148.15,4,22.79,15.39,13,0.89,20.75,42.72,0.79,9.7,0.27,190,Moderate
85.95,135.44,4.35,24.78,16.8,13.37,1.04,15.74,47.62,0.58,5.05,0.22,198,Moderate
81.5,128.86,3.06,20.13,13.3,13.9,0.93,21.32,52.53,0.46,4.72,0.17,174,Moderate
77.93,128.41,2.23,14.09,9.4,13.92,0.75,20.18,58.79,0.59,4.45,0.19,168,Moderate
51.46,82.75,1.84,12.24,8.01,11.48,0.64,11.75,44.89,0.49,2.46,0.12,126,Moderate
39.26,68.41,2.81,16.23,10.92,10.87,0.67,10.97,39.44,0.33,2.9,0.11,77,Satisfactory
37.5,69.2,4.33,20.42,14.47,10.74,0.91,11.84,34.42,0.22,2.58,0.16,94,Satisfactory
45.41,76.67,2.6,14.75,10.05,10.82,0.64,13.6,50.03,0.26,4.34,0.1,73,Satisfactory
50.33,91.06,3.02,16.68,11.42,10.46,0.93,10.82,59.48,0.36,2.64,0.24,101,Moderate
60.86,97.67,2.41,13.27,9.11,10.84,0.8,15.36,60.81,0.28,3.78,0.11,100,Satisfactory
64.88,104.25,2.5,15.42,10.32,11.54,1.04,15.4,47.96,0.35,4.66,0.17,115,Moderate
63.97,109.47,2.43,18.14,11.62,11.38,0.83,22.37,37.65,0.21,4.76,0.12,127,Moderate
42.45,72.25,2.7,14.32,9.89,10.74,0.81,15.71,37.44,0.16,2.7,0.14,90,Satisfactory
62.31,89.89,2.51,14.9,10.06,12.77,1,16.91,49.95,0.22,1.34,0.18,98,Satisfactory
80.27,113.24,2.34,12.84,8.83,13.44,0.79,14.86,60.68,0.31,1.85,0.12,162,Moderate
63.19,97.39,2.34,13.46,9.15,11.1,0.98,12.61,65.38,0.48,2.41,0.1,141,Moderate
53.15,87.02,2.74,15.54,10.58,9.58,0.65,7.74,55.76,0.6,12.8,0.11,94,Satisfactory
63.39,100.23,2.4,15.36,10.21,11.13,0.71,12.64,48.1,0.63,6.28,0.17,97,Satisfactory
76.12,111.89,1.96,16.19,10.21,11.83,0.83,13.3,51.68,0.66,8.57,0.17,136,Moderate
83.5,121.3,2.75,15.78,10.74,13.62,0.81,14.34,61.97,0.56,4.21,0.14,167,Moderate
79.85,124.9,2.61,16.51,10.24,13.29,1.15,17.76,62.87,0.73,3.13,0.16,174,Moderate
68.76,109.47,2.82,21.1,13.61,11.88,0.92,19.3,55.76,0.71,6.18,0.2,151,Moderate
57.83,88.67,2.46,14.13,9.61,10.05,0.78,15.1,51.67,0.4,2.13,0.15,121,Moderate
35.69,63.76,2.11,14.42,9.39,9.11,0.67,14.59,43.35,0.49,8.64,0.14,78,Satisfactory
55.2,86.24,2.55,12.3,8.72,11.27,0.81,18.46,44.15,0.21,4.76,0.1,79,Satisfactory
65.14,106.58,2.68,16.03,10.7,15.72,0.95,9.83,43.92,0.15,2.41,,94,Satisfactory
55.72,86.96,2.85,13.9,9.8,14.4,0.7,10.3,42.3,0.21,1.95,0.1,98,Satisfactory
63.99,97.97,2.93,14.49,10.18,17.28,0.72,14.19,43.47,0.28,2,0.1,100,Satisfactory
77.57,114.45,3.06,14.81,10.46,20.71,0.83,14.99,56.45,0.36,1.69,0.11,156,Moderate
82.76,122.21,3.15,22.64,14.7,18.82,0.78,29.74,55.26,0.85,8.1,0.14,160,Moderate
90.54,132.55,3.23,23.89,15.42,16.04,1,19.16,63.55,0.73,6.25,0.1,185,Moderate
61.25,98.77,3.05,19.42,12.92,12.59,0.95,17.57,60.61,0.86,7.98,,174,Moderate
36.75,63.62,2.46,12.29,8.54,11.52,0.56,12.2,42.28,0.18,2.81,,79,Satisfactory
24.96,49.69,4.02,15.4,11.55,10.42,0.52,13.35,37.78,0.24,7.47,,61,Satisfactory
39.12,69.06,5.93,24.73,17.97,14.14,0.77,10.8,34.82,0.71,8.37,0.13,83,Satisfactory
51.44,82.17,4.9,22.53,15.96,13.61,0.68,12.58,36.02,0.76,4.92,0.16,86,Satisfactory
38.89,66.08,3.95,18.7,13.15,13.46,0.62,10.22,36.73,0.88,12.73,0.15,72,Satisfactory
35.8,62.14,3.3,16.11,11.24,16.42,0.62,12.83,39.73,0.49,4.63,0.12,66,Satisfactory
39.06,63.53,2.22,13.1,8.77,14.38,0.55,13.87,41.66,0.44,12.72,0.1,64,Satisfactory
47.53,79,2.62,17.58,11.48,13.85,0.65,17.05,41.13,0.66,10.29,0.19,73,Satisfactory
46.6,78.44,4.18,17.93,12.93,14.81,0.62,18.96,43.5,0.59,6.47,0.18,76,Satisfactory
67.15,107.1,4.36,25.62,17.18,19.74,0.84,12.22,47.84,1.2,9.82,0.25,96,Satisfactory
66.82,105.01,2.43,17.15,11.09,19.94,0.75,12.67,53.85,1.3,12.96,0.23,137,Moderate
83.16,120.25,2.51,17.41,11.31,23.06,0.76,17.03,49.59,1.33,14.69,0.13,138,Moderate
79.92,119.82,2.56,19.92,12.69,20.43,0.9,23.63,43.53,0.87,3.69,0.15,188,Moderate
83.64,118.52,1.83,15.67,9.82,19.48,0.84,16.5,50.47,0.94,4.12,0.12,166,Moderate
72.34,103.82,1.6,13.46,8.46,18.4,0.71,17.81,56.41,0.75,5.72,0.11,162,Moderate
72.99,104.91,1.88,13.46,8.68,17.61,0.69,11.56,57.63,0.93,4.69,0.12,147,Moderate
76.56,115.06,1.87,14.77,9.37,16.52,0.82,14.21,56.77,0.98,5.28,0.11,138,Moderate
84.51,120.22,1.73,13.16,8.41,14.6,0.95,17.69,54,1.19,3.31,0.12,194,Moderate
50.52,81.46,2.37,14.79,9.79,13.24,0.59,13.86,32.95,0.89,2.1,0.12,114,Moderate
41.79,73.58,3.48,17.65,12.21,13.75,0.63,14.1,29.21,0.74,2.45,0.13,77,Satisfactory
57.09,88.15,2.19,15.8,10.17,15.74,0.78,9.56,35.44,0.92,2.46,0.12,79,Satisfactory
74.45,110.95,1.54,12.5,7.89,16.66,0.75,19.09,59.61,1.04,2.28,0.15,133,Moderate
59.42,90.44,1.63,12.73,8.09,14.39,0.92,20.55,63.08,0.87,6.68,0.15,131,Moderate
49.5,80.8,1.67,12.64,8.05,14.44,0.64,17.14,64.8,0.7,1.44,0.11,87,Satisfactory
59.64,88.85,1.67,12.12,7.81,14.99,0.77,17.53,57.26,0.89,3.38,0.12,96,Satisfactory
42.46,65.39,1.72,12.17,7.87,14.75,0.73,17.09,55.17,0.79,2.12,0.11,82,Satisfactory
39.07,62.93,1.81,13.53,8.67,14.43,0.69,22.14,43.7,0.77,3.4,0.17,76,Satisfactory
22.79,38.35,2.27,18.79,11.83,14.34,0.64,19.87,23.59,0.6,5.88,0.24,47,Good
37.81,56.66,1.73,12.98,8.31,20.69,0.63,14.68,36.53,0.6,1.94,0.14,55,Satisfactory
38.82,61.4,1.9,11.64,7.75,21.22,0.65,18.74,48.53,0.58,1.28,0.11,66,Satisfactory
69.49,97.7,1.95,12.04,8,20.46,0.68,17.89,59.37,0.71,1.24,0.1,109,Moderate
53.32,75.4,1.81,11.47,7.58,16.98,0.64,15.37,53.9,0.55,1,0.1,103,Moderate
37.23,62.09,1.83,13.23,8.52,15.63,0.53,13.54,46.31,0.5,0.92,0.11,78,Satisfactory
51.22,84.62,3.18,21.49,14.02,17.07,0.67,20.19,36.26,0.85,4.41,0.21,70,Satisfactory
66.57,100.98,1.91,16.47,10.31,18.55,0.76,18.45,37.24,0.65,2.92,0.19,110,Moderate
78.28,109.42,2.34,16.82,10.84,18.62,0.8,24.75,47.01,0.74,3.26,0.12,147,Moderate
85.67,121.55,2.61,20.64,13.1,20.95,0.95,32.97,47.84,1.08,5.83,0.22,177,Moderate
82.66,111.92,1.62,14,8.76,19.57,0.85,17.11,56.49,0.91,1.78,0.13,168,Moderate
68.4,90.93,1.72,11.06,7.27,19.03,0.76,18.33,48.09,0.79,1.9,0.13,163,Moderate
56.44,75.95,1.57,10.33,6.65,21.41,0.64,9.86,47.51,0.52,2.58,0.1,108,Moderate
45.81,66.69,2.1,11.52,7.83,15.1,0.66,15.86,44.3,0.52,1.06,0.1,82,Satisfactory
31.59,51.42,2.23,8.68,6.43,12.88,0.6,12.33,35.43,0.23,0.95,0.1,60,Satisfactory
36.62,58.14,2.01,10.43,7.18,13.99,0.69,16.57,35.86,0.26,0.79,0.1,58,Satisfactory
31.22,57.33,3.69,16.9,11.99,14.42,0.63,14.64,33.25,0.38,1.44,0.14,62,Satisfactory
29.88,55.3,4.31,15.62,11.81,16.82,0.63,14.09,35.92,0.41,1.34,0.14,63,Satisfactory
37.56,65.26,2.86,14.76,10.17,17.54,0.65,14.71,41.22,0.37,1.33,0.11,63,Satisfactory
59.33,93.3,3.08,17.94,12.04,18.24,0.75,18.29,40.9,0.43,1.41,0.15,87,Satisfactory
61.4,96.6,2.53,15.34,10.21,18.05,0.73,23.54,43.29,0.69,2.14,0.14,101,Moderate
51.18,76.33,1.67,11.66,7.55,18.53,0.64,18.69,46.21,0.49,0.9,0.1,98,Satisfactory
38.39,63.99,2.48,15.39,10.2,16.55,0.61,20,36.83,0.46,1.14,0.15,77,Satisfactory
34.56,62.65,2.89,16.51,11.14,17.89,0.57,19.73,44.57,0.42,0.92,0.13,74,Satisfactory
33.62,60.66,2.5,14.78,9.89,16.7,0.52,20.29,36.88,0.32,0.61,0.12,65,Satisfactory
29.98,51.68,2.24,9.21,6.72,17.48,0.52,12.76,32.35,0.23,0.36,0.11,59,Satisfactory
32.18,60.01,2.65,13.11,9.13,15.9,0.55,15.43,36.9,0.31,0.65,0.1,59,Satisfactory
26.72,53.9,3.71,15.53,11.29,15.51,0.49,19.06,32.28,0.34,0.8,0.12,66,Satisfactory
21.22,43.36,2.75,12.12,8.68,13.05,0.45,18.25,31.33,0.24,0.49,0.12,52,Satisfactory
19.94,42.27,2.1,10.35,7.22,13.25,0.47,13.38,31.97,0.26,0.91,0.13,47,Good
24.44,47.41,3.38,12.27,9.27,14.49,0.54,15.16,30.12,0.36,0.95,0.17,48,Good
27.24,49.64,3.19,14.18,10.14,14.24,0.52,16.38,32.33,0.36,0.82,0.17,54,Satisfactory
25.74,46.38,2.92,11.44,8.46,15.08,0.52,19.32,36.58,0.33,0.67,0.13,54,Satisfactory
20.12,42.08,4.32,14.78,11.37,14,0.52,15.01,27.59,0.38,1.08,0.17,47,Good
16.85,37.38,2.13,9.88,6.98,14.69,0.44,18.3,36.72,0.18,0.33,0.13,44,Good
22.46,41.78,1.94,10.81,7.33,15.98,0.38,20.25,35.46,0.23,0.33,0.1,45,Good
38.73,63.42,2.15,16.17,10.34,15.89,0.62,17.41,35.62,0.69,2.28,0.17,51,Satisfactory
36.26,56.64,2.36,14.25,9.51,18.78,0.53,17.68,46.43,0.58,1.45,0.12,65,Satisfactory
45.14,73.27,2.37,13.84,9.3,18.61,0.6,18.99,53.62,0.64,1.74,0.14,70,Satisfactory
59.61,94.82,2.4,17.03,11.02,19.76,0.67,21.32,55.77,0.74,3.79,0.13,86,Satisfactory
61.24,99.2,3.15,25.9,16.33,20.39,0.64,34.59,46.13,0.73,2.66,0.21,110,Moderate
43.11,76.55,2.24,16.21,10.44,18.22,0.52,23.05,46.64,0.45,1.41,0.13,87,Satisfactory
64.53,110.64,2.58,23.25,14.46,21.25,0.78,27.95,53.69,1.01,5.19,0.37,103,Moderate
37.53,64.2,1.97,14.1,9.09,21.98,0.44,15.75,40.59,0.41,1.1,0.14,88,Satisfactory
29.12,54.82,3.8,14.06,10.57,18.64,0.44,19.12,41.62,0.39,1.15,0.14,66,Satisfactory
31.68,62.23,2.77,14.53,9.98,18.14,0.48,20.98,37.94,0.46,1.51,0.18,66,Satisfactory
40.98,69.15,2.22,14.6,9.58,19.11,0.46,18.62,39.9,0.33,0.97,0.14,65,Satisfactory
49.1,74.88,2.17,12.98,8.68,17.4,0.44,17.74,49.28,0.31,0.67,0.14,77,Satisfactory
35.92,61.83,1.79,11.83,7.74,13.53,0.47,16.2,42.11,0.38,1.02,0.16,74,Satisfactory
27.13,54.16,1.78,12.98,8.34,10.6,0.48,20.2,39.74,0.49,6.94,0.13,60,Satisfactory
34.81,62.43,1.99,14.44,9.3,12.6,0.77,13,44.47,0.44,2.7,0.15,82,Satisfactory
31.66,53.22,1.94,9.29,6.53,14.42,0.62,15.94,46.68,0.18,1.19,0.12,68,Satisfactory
24.86,47.43,2.38,10.73,7.64,12.94,0.61,16.73,39.9,0.22,0.5,0.12,53,Satisfactory
31.28,59.42,2.46,13.15,8.99,15.78,0.81,19.56,40.48,0.43,1.57,0.18,78,Satisfactory
38.85,67.95,2.65,13.49,9.33,14.82,0.86,22.27,43.97,0.28,1.8,0.16,73,Satisfactory
31.99,57.18,2.22,10.99,7.67,14,0.66,23.6,51.47,0.43,1.47,0.11,68,Satisfactory
35.99,59.72,1.87,10.24,6.96,13.49,0.52,18.21,51.81,0.32,0.83,0.12,65,Satisfactory
32.99,56.46,1.68,8.29,5.77,12.67,0.48,19.32,52.32,0.26,0.5,0.13,67,Satisfactory
39.84,62.14,2.35,11.69,8.11,12.86,0.56,24.7,49.09,0.25,0.63,0.17,67,Satisfactory
40.19,64.95,2.55,10.71,7.77,12.84,0.58,22.82,45.68,0.27,0.64,0.14,70,Satisfactory
35.95,59.47,2.76,12.61,8.95,12.21,0.55,17.88,38.71,0.28,0.69,0.12,66,Satisfactory
20.14,31.66,2.18,7.85,5.94,10.82,0.49,18.35,26.21,0.13,0.32,0.1,47,Good
19,31.65,1.94,5.45,4.48,10.31,0.48,17.86,29.66,0.14,0.18,,36,Good
14.26,24.49,2.46,6.19,5.28,10.4,0.52,12.13,26.65,0.13,0.29,0.1,35,Good
10.28,22.95,2.09,8.15,6.03,8.47,0.49,29.5,24.62,0.1,0.42,0.1,35,Good
12.37,22.79,3.17,9.77,7.78,9.65,0.54,18.18,19.25,0.09,0.69,0.1,42,Good
10.63,22.11,2.43,7.78,6.12,9.32,0.46,25.19,24.48,0.09,0.56,0.1,35,Good
11.08,19.3,2.13,5.99,4.92,8.81,0.48,20.86,23.99,0.03,0.33,,35,Good
12.73,24.73,2.25,5.62,4.83,10.53,0.49,17.37,25.1,0.01,0.26,,38,Good
18.17,33.52,2.24,5.74,4.88,9.23,0.45,14.83,25.04,0.02,0.24,,35,Good
23.78,44.16,1.98,8.07,5.91,9.98,0.49,21.65,27.22,0.11,0.65,0.18,48,Good
25.83,45.42,2.21,7.94,6.02,9.82,0.47,22.1,28.67,0.18,0.78,0.19,48,Good
27.28,47.52,2.65,9.42,7.16,10.82,0.57,19.49,28.25,0.19,0.88,0.13,48,Good
31.49,49.92,1.93,8.93,6.32,10.09,0.64,19.67,34.5,0.18,0.6,0.1,54,Satisfactory
19.45,36.11,2.41,9.54,7.05,9.35,0.58,16.2,31.44,0.11,0.56,0.1,48,Good
18.86,35.92,2.32,8.13,6.23,9.31,0.55,19.8,32.35,0.1,0.56,0.1,51,Satisfactory
15.23,28.92,2.14,7.4,5.67,10.07,0.49,25.54,28.78,0.08,0.51,0.1,43,Good
13.9,26.07,1.78,5.15,4.18,8.51,0.49,23.29,25.43,0.04,0.29,0.15,37,Good
25.49,42.7,1.46,4.19,3.42,10.08,0.48,23,27.87,0.05,0.24,,39,Good
26.01,50.98,1.54,4.65,3.73,8.62,0.45,24.44,29.73,0.07,0.33,0.1,51,Satisfactory
17.19,39.17,1.39,4.81,3.69,7.58,0.46,20.71,28.52,0.08,0.42,0.14,47,Good
16.77,35.65,1.38,4.29,3.41,7.58,1.47,18.95,27.74,0.07,0.33,0.1,101,Moderate
23.67,44.23,1.58,4.99,3.94,7.93,0.66,18.8,29.32,0.15,0.66,0.16,108,Moderate
25.36,50.63,1.51,4.69,3.74,8.2,0.23,21.49,37.28,0.08,0.31,0.1,52,Satisfactory
25.12,52.01,1.52,4.71,3.74,7.88,0.25,22.1,43.19,0.09,0.39,0.15,61,Satisfactory
26.96,53.31,1.29,5.11,3.77,7.91,0.37,19.29,38.57,0.13,0.65,0.1,58,Satisfactory
30.36,60.36,1.45,5.2,3.92,8.01,0.37,22.14,45.51,0.11,0.25,,58,Satisfactory
29.86,55.8,1.39,4.52,3.54,8.81,0.28,23.12,44.17,0.08,0.33,0.1,69,Satisfactory
34.77,63.95,1.4,5.03,3.81,9.07,0.25,25.11,40.76,0.11,0.47,0.1,69,Satisfactory
29.77,59.98,1.38,4.32,3.42,8.71,,20.53,32.28,0.07,0.29,0.1,59,Satisfactory
30.52,54.56,1.38,4.05,3.27,8.95,,29.01,19.3,0.04,0.33,,59,Satisfactory
30.58,53.17,1.41,3.65,3.09,8.16,,21.14,30.65,0.05,0.2,0.1,55,Satisfactory
23.9,46.95,1.34,3.93,3.18,7.68,,19.38,25.31,0.02,0.26,0.18,51,Satisfactory
16.28,33.84,1.54,3.77,3.25,7.66,,20.08,17.23,0.02,0.18,,39,Good
11.01,28.46,1.46,3.53,3.07,7.63,,17.69,16.26,0.04,0.19,,30,Good
16.58,36.98,1.45,4.27,3.46,7.28,,19.86,25.67,0.01,0.22,0.1,38,Good
18.11,38.01,1.51,5.44,4.12,7.74,,24.28,43.68,0.15,0.49,0.1,52,Satisfactory
21.17,41.26,1.3,6.54,4.25,6.25,0,13.94,36.65,0.32,1.26,0.17,53,Satisfactory
13.72,31.06,1.4,4.58,3.58,6.74,0,15.56,26.1,0.05,0.54,0.16,42,Good
16.75,36.94,1.33,4.59,3.53,6.79,0,13.59,25.74,0.05,0.36,,44,Good
18.38,40.46,1.31,4.91,3.66,7.17,0,14.3,27.51,0.05,0.38,0.1,47,Good
19.77,45.79,1.4,4.99,3.77,7.23,0,14.56,26.57,0.06,0.36,,50,Good
18.62,45.2,1.48,4.5,3.6,6.92,0,14.12,30.13,0.06,0.29,0.1,51,Satisfactory
17.21,38.03,1.45,4.4,3.53,6.84,0,13.37,24.22,0.03,0.28,,43,Good
13.28,40.72,1.37,4.83,3.68,7.29,0,12.24,25.98,0.06,0.31,0.1,40,Good
7.38,26.67,1.37,3.7,3.09,6.49,,13.63,25.12,0.02,0.25,,41,Good
7.59,24.92,1.44,3.52,3.04,6.17,,13.62,23.68,0.03,0.23,,35,Good
7.81,23.53,1.5,4.13,3.42,6.17,,15.82,19.01,0.01,0.25,0.1,30,Good
7.35,20.8,1.47,4.16,3.4,5.9,,13.92,18.71,0.02,0.25,,26,Good
9.51,24.12,1.32,3.97,2.97,6.56,0,12.29,19.18,0.05,0.23,,26,Good
11.34,26.66,1.39,3.97,3.24,6.59,0,,21.01,0.02,0.23,,30,Good
9.36,26.24,1.39,3.87,3.19,6.41,0,,22.75,0.02,0.19,,31,Good
14.44,38.88,1.36,4.26,3.38,6.81,0,,31,0,0.2,,43,Good
11.9,29.15,1.33,6.18,4.37,5.43,0,,44.57,0.06,0.31,,56,Satisfactory
16.45,32.26,1.41,5.66,4.17,7,0,,36.76,0.06,0.24,,52,Satisfactory
10.61,33.88,1.46,5.21,3.95,5.9,0,,32.29,0.05,0.43,0.12,41,Good
35.38,63.42,1.42,11.76,7.42,7.98,0,,34.99,0.36,0.81,0.1,43,Good
26.8,50.65,1.35,6.22,4.41,7.86,0,19.3,39.46,0.08,0.47,,56,Satisfactory
39,55,1.33,5.6,4.07,6.53,,27.1,28.6,0.1,0.45,,54,Satisfactory
103.52,189.41,7.5,78.17,86.29,14.23,1.66,3.32,19.76,6.81,10.37,9.68,237,Poor
124.02,195.9,23.65,94.18,134.6,16.76,1.92,5.71,20.39,9.63,10.4,8.75,310,Hazardous
66.92,138.18,17.36,86.72,105.11,15.85,1.36,3.24,23.5,8.01,8.29,7.29,170,Moderate
77.72,158.17,7.18,79.22,86.56,14.3,1.44,10,23.22,13.14,10.33,10.69,152,Moderate
77.71,151.64,5.23,77.4,96.5,14.02,1.25,3.27,19.23,6.07,8.03,7.3,144,Moderate
73.58,146.1,5.84,78.11,84.39,14.16,1.2,5.07,19.1,4.96,8.02,6.48,165,Moderate
61.57,131.82,5.4,77.61,96.68,14.11,1.23,3.64,20.29,4.7,7.62,5.88,126,Moderate
70.31,154.81,5.62,76.93,82.55,13.97,1.24,3.89,21.19,7.51,8.02,6.38,129,Moderate
74.04,163.69,6.29,76.91,83.2,13.92,1.2,3.09,22.55,7.6,8.52,7.13,149,Moderate
58.91,131.93,5.36,77.1,82.45,13.85,1.1,2.76,19.82,5.69,7.65,6.37,125,Moderate
58.9,110.95,6.49,78.77,88.61,14.05,0.82,3.24,17.78,4.59,7.61,5.88,123,Moderate
26.86,59.87,6.99,78.52,99.51,14,0.68,3.05,18.36,4.96,6.69,5.28,115,Moderate
62.55,122.25,7.44,79.24,87.27,14.09,1.98,3.1,17.4,4.21,7.93,6.53,127,Moderate
57.51,120.69,7.2,79.01,99.72,14.09,1.26,2.5,17.71,4.53,7.76,5.08,118,Moderate
70.09,160.56,15.42,60.24,81.09,12.37,1.04,5.11,17.25,5.34,7.16,5.29,132,Moderate
53.67,114.13,79.13,34.3,103.35,13.71,0.92,4.04,13.69,10.26,8.26,5.82,124,Moderate
45.61,101.86,56.09,45.86,115.47,14.12,0.94,3.4,15.74,10.4,8.29,6.12,127,Moderate
61.12,131.87,72.13,47.57,120.39,17.18,0.92,3.52,13.38,12.7,8.52,7.04,142,Moderate
56.96,135.69,71.85,53.42,140.88,16.33,0.92,2.97,13.15,12.27,8.08,6.53,150,Moderate
44.39,114.54,72.97,54.79,127.95,16.33,0.94,3.48,13.89,12.84,8.01,7.08,159,Moderate
31.79,96.3,66.62,59.83,141.5,15.06,0.82,2.56,13.11,11.53,7.19,6,149,Moderate
55.78,138.44,70.91,65.5,150.96,15.15,0.77,2.79,14.2,13.55,8.71,7.37,168,Moderate
50.4,131.72,57.49,70.81,141.86,14.1,0.66,2.66,14,11.04,7.43,5.76,165,Moderate
58.71,147.2,43.49,57.73,100.19,9.31,0.64,3.22,17.08,10.47,7.9,6.23,152,Moderate
48.6,136.91,28.66,49.52,82.69,4.74,0.63,2.82,13.82,11.9,7.85,6.61,130,Moderate
59.76,157.27,22.63,42.42,68.61,3.53,0.64,4.03,16.12,10.06,7.75,6.05,130,Moderate
67.11,160.02,18.92,49.05,71.77,4.75,0.61,3.38,14.43,11.24,8.26,6.4,141,Moderate
69.65,162.02,16.51,49.28,65.6,4.9,0.64,7.24,18.68,10.41,8.28,6.94,138,Moderate
67.14,166.85,30.58,61.48,102.14,12.93,0.63,4.55,19.32,11.45,8.25,7,145,Moderate
58.38,177.22,17.58,48.94,66.03,16.18,0.59,5.85,12.41,10.52,7.74,6.14,147,Moderate
48.16,87.04,12.79,35.24,60.95,14.94,0.52,2.83,12.54,8.39,6.72,5,123,Moderate
16.26,52.61,12.77,28.35,40.12,12.94,0.44,2.75,12.28,8.89,6.54,4.98,66,Satisfactory
15.91,50.34,16.37,33.5,48.87,13.41,0.53,2.63,11.79,9.27,6.58,5.08,58,Satisfactory
31.96,94.51,14.59,33.41,47,13.14,0.59,2.68,12.86,9.79,7.03,5.37,77,Satisfactory
68.32,181.17,18.6,30.42,53.75,13.4,1.53,5.1,12.65,9.66,7.47,5.87,129,Moderate
41.54,135.18,15.39,9.04,34.52,10.71,0.76,2.93,16.54,9.73,7.6,6.21,137,Moderate
53.44,159.72,15.28,11.58,37.88,11.03,0.72,3.1,15.95,9.86,7.97,6.1,133,Moderate
52.41,166.21,15.9,13.27,39.88,11.08,0.71,3.54,16.97,10.46,7.72,6.35,139,Moderate
69.46,205.16,16.51,13.13,40.59,10.95,0.66,3.72,12.89,11.28,8.05,6.1,162,Moderate
54.32,166.52,14.04,9.71,34.15,10.82,0.67,4.71,17.76,9.99,7.7,6.06,154,Moderate
43.14,122.51,14.65,10.2,36.43,11.57,0.61,4.93,16.89,9.66,7.48,5.83,124,Moderate
52.39,143.82,18.45,13.52,43.62,11.79,0.61,4.66,17.32,11.44,7.71,5.94,123,Moderate
29.75,89.22,16.36,10.8,38.61,11.45,0.54,4.14,17.81,10.52,7.12,5.48,114,Moderate
58.6,153.78,15.83,9.93,35.86,10.57,0.55,4.14,18.36,11.46,7.7,5.83,119,Moderate
57.97,149.22,15.54,9.32,34.92,10.55,0.47,3.58,17.94,11.71,7.72,5.89,133,Moderate
46.84,128.01,16.33,9.46,36.16,10.5,0.56,3.83,16.46,12.02,7.85,6.22,132,Moderate
16.77,58.27,14.4,7.56,21.96,10.14,0.62,3.5,17.53,9.62,6.53,4.94,79,Satisfactory
25.72,77.3,16.06,8.99,35.26,10.21,0.65,3.55,17.96,11.16,7.2,5.72,73,Satisfactory
19.79,57.47,16.75,9.64,36.17,9.78,0.74,4.36,18.93,10.36,6.66,5.17,64,Satisfactory
31.52,77.37,12.38,6.09,26.79,8.68,0.71,3.46,23.99,9.89,6.87,5.16,69,Satisfactory
47.8,85.78,10.74,4.86,22.62,7.06,0.63,2.86,25.36,8.82,5.26,3.68,73,Satisfactory
58.97,153.53,10.96,9.45,20.72,7.05,0.69,3.85,18.99,7.39,3.25,1.86,133,Moderate
51.79,140.04,11.78,10.5,22.28,7.13,0.75,3.92,17.81,6.29,2,1.25,132,Moderate
29.06,104.61,11.67,9.14,27.71,7.18,0.69,3.55,18.23,5.16,1.42,0.85,112,Moderate
28.63,90.7,12.54,9.03,21.57,7.76,0.69,3.71,26.84,4.03,1.32,0.72,91,Satisfactory
42.29,129.74,12.7,9.54,29.85,7.97,0.64,3.72,30.89,4.91,1.44,0.85,110,Moderate
48.66,155.13,12.38,8.7,28.47,7.78,0.57,8.52,31.15,4.89,1.59,1.25,128,Moderate
54.53,157.09,11.78,8,20.1,8.69,0.88,3.55,29.18,5.07,1.73,1.38,140,Moderate
40.21,138.73,11.93,8.52,20.46,9.31,0.92,3.09,31.63,4.12,1.3,0.95,125,Moderate
27.42,104.51,14.66,6.89,27.71,8.26,1.31,3.42,34.72,3.47,0.98,0.65,119,Moderate
20.92,81.28,15.02,13.74,38.41,9.66,0.78,6.25,40.85,3.52,0.97,0.76,88,Satisfactory
30.1,96.19,13.61,14.15,27.87,9.95,0.76,1.95,37.46,3.8,1.05,0.72,93,Satisfactory
43.88,137.19,13.38,15.46,28.84,9.99,0.89,2.35,34.26,4.61,1.34,0.9,112,Moderate
44.86,144.69,11.95,14.56,26.51,9.1,0.84,2.63,36.17,3.65,1.29,0.79,138,Moderate
56.47,158.03,13.78,12.76,35.48,8.69,0.75,2.59,23.55,4.01,1.48,0.96,124,Moderate
20.96,75.37,13.85,4.88,22.74,5.64,0.84,2.72,29.63,4.18,2.82,1.35,106,Moderate
15.44,57.58,13.73,4.94,28.91,5.64,0.86,2.45,29.02,4.28,2.68,1.55,72,Satisfactory
92.14,196.87,12.58,8.35,21.02,5.07,0.63,5.91,41.86,0.99,3.05,6.26,167,Moderate
84.74,196.78,12.55,8.41,20.97,5.04,0.66,5.46,38.02,1,3.05,6.23,206,Poor
72.32,163.27,12.54,8.25,20.79,5.11,0.59,5.99,35.54,0.91,2.94,5.36,149,Moderate
67.71,106.21,12.56,8.47,21.03,5.02,0.69,5.01,38.8,0.84,2.93,5.54,131,Moderate
